Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Himachal Pradesh,,,,,
Arhar/Tur,,,,,
, 2000-01,Kharif     ,21,26,1.24
, 2001-02,Kharif     ,11,13,1.18
, 2002-03,Kharif     ,17,28,1.65
, 2006-07,Kharif     ,7,12,1.71
, 2008-09,Kharif     ,15,21,1.4
, 2009-10,Kharif     ,9,6,0.67
, 2010-11,Kharif     ,9,14,1.56
, 2011-12,Kharif     ,9,14,1.56
, 2012-13,Kharif     ,9,14,1.56
, 2013-14,Kharif     ,9,13,1.44
, 2014-15,Kharif     ,119,13,0.11
, 2015-16,Kharif     ,8,13,1.63
, 2016-17,Kharif     ,8,13,1.63
, 2017-18,Kharif     ,8,13,1.63
, 2018-19,Kharif     ,12,19,1.58
, 2019-20,Kharif     ,12,20,1.67
 2.CHAMBA, 2002-03,Kharif     ,1,0,0
, 2018-19,Kharif     ,2,3,1.5
, 2019-20,Kharif     ,2,3,1.5
 3.HAMIRPUR, 2001-02,Kharif     ,1,1,1
 4.KANGRA, 1998-99,Kharif     ,66,70,1.06
, 2000-01,Kharif     ,67,57,0.85
, 2001-02,Kharif     ,61,100,1.64
, 2002-03,Kharif     ,56,92,1.64
, 2005-06,Kharif     ,63,88,1.4
, 2006-07,Kharif     ,65,109,1.68
, 2007-08,Kharif     ,60,101,1.68
, 2008-09,Kharif     ,101,170,1.68
, 2009-10,Kharif     ,75,50,0.67
, 2010-11,Kharif     ,74,102,1.38
, 2011-12,Kharif     ,74,101,1.36
, 2012-13,Kharif     ,73,105,1.44
, 2013-14,Kharif     ,72,99,1.38
, 2014-15,Kharif     ,71,98,1.38
, 2015-16,Kharif     ,71,97,1.37
, 2016-17,Kharif     ,70,96,1.37
, 2017-18,Kharif     ,71,98,1.38
, 2018-19,Kharif     ,68,102,1.5
, 2019-20,Kharif     ,69,107,1.55
 5.KULLU, 1998-99,Kharif     ,19,31,1.63
, 1999-00,Kharif     ,10,11,1.1
, 2000-01,Kharif     ,10,10,1
, 2001-02,Kharif     ,6,7,1.17
, 2002-03,Kharif     ,5,8,1.6
, 2005-06,Kharif     ,10,10,1
, 2006-07,Kharif     ,4,7,1.75
, 2007-08,Kharif     ,3,3,1
, 2008-09,Kharif     ,4,5,1.25
, 2009-10,Kharif     ,2,2,1
, 2010-11,Kharif     ,2,3,1.5
, 2011-12,Kharif     ,2,3,1.5
, 2012-13,Kharif     ,2,3,1.5
, 2013-14,Kharif     ,2,3,1.5
, 2014-15,Kharif     ,2,3,1.5
, 2015-16,Kharif     ,2,3,1.5
, 2016-17,Kharif     ,2,3,1.5
, 2017-18,Kharif     ,2,3,1.5
, 2018-19,Kharif     ,6,10,1.67
, 2019-20,Kharif     ,6,10,1.67
 6.MANDI, 1998-99,Kharif     ,407,599,1.47
, 1999-00,Kharif     ,400,589,1.47
, 2000-01,Kharif     ,398,390,0.98
, 2001-02,Kharif     ,446,474,1.06
, 2002-03,Kharif     ,485,793,1.64
, 2005-06,Kharif     ,436,606,1.39
, 2006-07,Kharif     ,464,781,1.68
, 2007-08,Kharif     ,472,794,1.68
, 2008-09,Kharif     ,538,905,1.68
, 2009-10,Kharif     ,420,340,0.81
, 2010-11,Kharif     ,416,614,1.48
, 2011-12,Kharif     ,414,792,1.91
, 2012-13,Kharif     ,491,648,1.32
, 2013-14,Kharif     ,403,627,1.56
, 2014-15,Kharif     ,399,764,1.91
, 2015-16,Kharif     ,435,756,1.74
, 2016-17,Kharif     ,391,748,1.91
, 2017-18,Kharif     ,435,756,1.74
, 2018-19,Kharif     ,404,698,1.73
, 2019-20,Kharif     ,404,703,1.74
 7.SHIMLA, 1998-99,Kharif     ,36,412,11.44
, 1999-00,Kharif     ,39,51,1.31
, 2000-01,Kharif     ,55,55,1
, 2001-02,Kharif     ,33,53,1.61
, 2002-03,Kharif     ,14,20,1.43
, 2005-06,Kharif     ,24,39,1.63
, 2006-07,Kharif     ,27,45,1.67
, 2007-08,Kharif     ,23,39,1.7
, 2008-09,Kharif     ,22,37,1.68
, 2009-10,Kharif     ,9,8,0.89
, 2010-11,Kharif     ,9,15,1.67
, 2011-12,Kharif     ,9,15,1.67
, 2012-13,Kharif     ,9,15,1.67
, 2013-14,Kharif     ,9,14,1.56
, 2014-15,Kharif     ,9,14,1.56
, 2015-16,Kharif     ,5,14,2.8
, 2016-17,Kharif     ,8,14,1.75
, 2017-18,Kharif     ,5,14,2.8
, 2018-19,Kharif     ,5,8,1.6
, 2019-20,Kharif     ,5,8,1.6
 8.SIRMAUR, 1998-99,Kharif     ,23,8,0.35
, 1999-00,Kharif     ,64,17,0.27
, 2000-01,Kharif     ,71,18,0.25
, 2001-02,Kharif     ,64,22,0.34
, 2002-03,Kharif     ,70,103,1.47
, 2005-06,Kharif     ,30,49,1.63
, 2006-07,Kharif     ,50,84,1.68
, 2007-08,Kharif     ,48,81,1.69
, 2008-09,Kharif     ,29,48,1.66
, 2009-10,Kharif     ,17,12,0.71
, 2010-11,Kharif     ,17,24,1.41
, 2011-12,Kharif     ,17,24,1.41
, 2012-13,Kharif     ,16,23,1.44
, 2013-14,Kharif     ,17,19,1.12
, 2014-15,Kharif     ,16,23,1.44
, 2015-16,Kharif     ,16,23,1.44
, 2016-17,Kharif     ,16,22,1.38
, 2017-18,Kharif     ,16,24,1.5
, 2018-19,Kharif     ,40,64,1.6
, 2019-20,Kharif     ,41,71,1.73
 9.SOLAN, 1998-99,Kharif     ,22,25,1.14
, 1999-00,Kharif     ,23,26,1.13
, 2000-01,Kharif     ,27,29,1.07
, 2001-02,Kharif     ,39,55,1.41
, 2002-03,Kharif     ,49,80,1.63
, 2005-06,Kharif     ,17,28,1.65
, 2006-07,Kharif     ,21,35,1.67
, 2007-08,Kharif     ,20,34,1.7
, 2008-09,Kharif     ,29,49,1.69
, 2009-10,Kharif     ,18,12,0.67
, 2010-11,Kharif     ,18,20,1.11
, 2011-12,Kharif     ,18,20,1.11
, 2012-13,Kharif     ,17,26,1.53
, 2013-14,Kharif     ,16,23,1.44
, 2014-15,Kharif     ,17,19,1.12
, 2015-16,Kharif     ,17,19,1.12
, 2016-17,Kharif     ,17,19,1.12
, 2017-18,Kharif     ,17,21,1.24
, 2018-19,Kharif     ,17,27,1.59
, 2019-20,Kharif     ,17,27,1.59
Total - Soyabean,,,11873,17889,1.51
Sugarcane,,,,,
 1.BILASPUR, 2007-08,Kharif     ,15,120,8
, 2008-09,Kharif     ,6,48,8
 2.HAMIRPUR, 2007-08,Kharif     ,34,491,14.44
, 2008-09,Kharif     ,44,464,10.55
 3.KANGRA, 2007-08,Kharif     ,863,12470,14.45
, 2008-09,Kharif     ,706,10073,14.27
 4.MANDI, 2007-08,Kharif     ,1,1,1
 5.SHIMLA, 2008-09,Kharif     ,2,25,12.5
 6.SIRMAUR, 2007-08,Kharif     ,1430,39841,27.86
, 2008-09,Kharif     ,1332,38437,28.86
 7.SOLAN, 2007-08,Kharif     ,156,2254,14.45
, 2008-09,Kharif     ,77,1201,15.6
 8.UNA, 2007-08,Kharif     ,198,3265,16.49
, 2008-09,Kharif     ,171,2820,16.49
Total - Sugarcane,,,5035,111510,22.15
Tobacco,,,,,
 1.HAMIRPUR, 2014-15,Kharif     ,0.5,1,1.2
 2.KANGRA, 2012-13,Kharif     ,0.5,1,1.2
 3.SIRMAUR, 2014-15,Kharif     ,0.3,1,1.67
 4.SOLAN, 2012-13,Kharif     ,0.5,1,1
Total - Tobacco,,,1.8,2,1.22
Turmeric,,,,,
 1.BILASPUR, 2005-06,Kharif     ,22,16,0.73
, 2006-07,Kharif     ,26,19,0.73
, 2008-09,Kharif     ,37,24,0.65
, 2009-10,Kharif     ,25,14,0.56
, 2011-12,Kharif     ,21,15,0.72
, 2012-13,Kharif     ,67,48,0.72
, 2013-14,Kharif     ,33,24,0.72
, 2014-15,Kharif     ,66,48,0.72
, 2015-16,Kharif     ,31,22,0.71
, 2016-17,Kharif     ,25,19,0.76
, 2017-18,Kharif     ,25,21,0.84
, 2018-19,Kharif     ,31,26,0.84
, 2019-20,Kharif     ,33,27,0.82
 2.HAMIRPUR, 2005-06,Kharif     ,33,14,0.42
, 2006-07,Kharif     ,32,17,0.53
, 2007-08,Kharif     ,44,23,0.52
, 2008-09,Kharif     ,43,18,0.42
, 2009-10,Kharif     ,60,35,0.58
, 2011-12,Kharif     ,53,21,0.39
, 2012-13,Kharif     ,67,35,0.53
, 2013-14,Kharif     ,108,57,0.53
, 2014-15,Kharif     ,89,47,0.53
, 2015-16,Kharif     ,61,32,0.52
, 2016-17,Kharif     ,30,13,0.43
, 2017-18,Kharif     ,30,14,0.47
, 2018-19,Kharif     ,61,31,0.51
, 2019-20,Kharif     ,62,38,0.61
 3.KANGRA, 2005-06,Kharif     ,30,18,0.6
, 2006-07,Kharif     ,51,23,0.45
, 2007-08,Kharif     ,36,19,0.53
, 2008-09,Kharif     ,58,31,0.53
, 2011-12,Kharif     ,52,27,0.53
, 2012-13,Kharif     ,43,23,0.53
, 2013-14,Kharif     ,29,15,0.53
, 2016-17,Kharif     ,35,24,0.69
, 2017-18,Kharif     ,35,21,0.6
, 2018-19,Kharif     ,71,41,0.58
, 2019-20,Kharif     ,72,45,0.63
 4.KULLU, 2008-09,Kharif     ,8,3,0.38
, 2009-10,Kharif     ,19,10,0.53
, 2015-16,Kharif     ,17,9,0.53
, 2016-17,Kharif     ,4,2,0.5
, 2017-18,Kharif     ,4,2,0.5
, 2018-19,Kharif     ,17,8,0.47
, 2019-20,Kharif     ,19,11,0.58
 5.MANDI, 2005-06,Kharif     ,9,5,0.56
, 2006-07,Kharif     ,16,8,0.5
, 2007-08,Kharif     ,18,9,0.5
, 2008-09,Kharif     ,22,12,0.55
, 2009-10,Kharif     ,11,7,0.64
, 2011-12,Kharif     ,21,9,0.42
, 2012-13,Kharif     ,22,9,0.42
, 2013-14,Kharif     ,30,13,0.42
, 2014-15,Kharif     ,30,13,0.42
, 2015-16,Kharif     ,19,10,0.53
, 2016-17,Kharif     ,17,9,0.53
, 2017-18,Kharif     ,17,9,0.53
, 2018-19,Kharif     ,19,10,0.53
, 2019-20,Kharif     ,21,12,0.57
 6.SHIMLA, 2005-06,Kharif     ,8,6,0.75
, 2006-07,Kharif     ,28,15,0.54
, 2007-08,Kharif     ,4,2,0.5
, 2008-09,Kharif     ,4,4,1
, 2009-10,Kharif     ,8,5,0.63
, 2011-12,Kharif     ,2,1,0.72
, 2012-13,Kharif     ,2,1,0.53
, 2013-14,Kharif     ,3,2,0.53
, 2014-15,Kharif     ,4,2,0.53
, 2015-16,Kharif     ,7,4,0.57
, 2016-17,Kharif     ,2,2,1
, 2017-18,Kharif     ,2,2,1
, 2018-19,Kharif     ,7,7,1
, 2019-20,Kharif     ,7,7,1
